PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2026-04-18,11:00:04.57,1,1,"Polishuk, Will",1000375103,Right,POM_COL,"Hargenrader, Kailen",10119585,Left,CAL_TEC,Undefined,1,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.74801,-0.876552,-2.104453,2367.678607,219.72458,1:15,6.10193,1.43035,5.80368,-19.71655,16.98265,13.06524,3.64306,0.56106,79.53415,-4.618158,0.235305,0.436013,,,,,,,,,,,,-7.2126,9.26768,-1.26497,50,6.01822,4.10445,-127.24975,-2.53536,-11.73723,27.94588,-17.09253,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20260418-PomonaPitzer-1,6dd4c880-3b50-11f1-9b04-25d2d08c4a00,86.44796,,,8.21387,,,,,,,90e4196f-eea4-4870-8256-e08c42cc22e2,2026-04-18,18:00:04.57,2026-04-18T11:00:04.5798912-07:00,2026-04-18T18:00:04.5798912Z,,v3,643-145631,643-144573,8101,"Parker, Will",1000474009,Right,POM_COL,eda752e7-c080-4276-b5c1-c75e14794176,54.69144,-128.27592,13.97294,6.09979,-1.90772,-8.54627,-1.4236,4.53544,-5.86862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2026-04-18,11:00:19.90,1,2,"Polishuk, Will",1000375103,Right,POM_COL,"Hargenrader, Kailen",10119585,Left,CAL_TEC,Undefined,1,Top,0,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.06491,-2.861314,-3.027902,2328.46693,228.565607,1:30,6.07067,1.43125,5.61361,-22.2371,14.34454,14.88985,1.54105,-0.15662,80.53954,-7.002456,-0.37149,0.435314,,,,,,,,,,,,-8.38544,8.43339,-1.18221,50,5.8116,6.10384,-127.56837,-7.11905,-13.80513,26.47409,-18.28996,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20260418-PomonaPitzer-1,76ff47a0-3b50-11f1-9b04-25d2d08c4a00,86.5867,,,7.52536,,,,,,,90e4196f-eea4-4870-8256-e08c42cc22e2,2026-04-18,18:00:19.90,2026-04-18T11:00:19.9090176-07:00,2026-04-18T18:00:19.9090176Z,,v3,643-145631,643-144573,8101,"Parker, Will",1000474009,Right,POM_COL,fce43703-936b-49db-85b1-34cba0d8b7c7,54.88471,-128.57809,13.23705,6.06982,-6.42147,-9.14498,-1.42505,6.63037,-6.90257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2026-04-18,11:00:36.34,1,3,"Polishuk, Will",1000375103,Right,POM_COL,"Hargenrader, Kailen",10119585,Left,CAL_TEC,Undefined,1,Top,0,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.90799,-1.58896,-2.796998,2272.000546,219.410507,1:15,6.13507,1.32615,5.52003,-18.57733,18.35151,14.04796,3.09917,-0.12038,79.85272,-5.101565,-0.296254,0.437375,,,,,,,,,,,,-7.82248,10.06237,-1.09179,50,5.98436,5.58837,-127.36141,-4.10728,-12.78857,27.30192,-15.72366,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20260418-PomonaPitzer-1,80ce1d10-3b50-11f1-9b04-25d2d08c4a00,86.1787,,,8.05527,,,,,,,90e4196f-eea4-4870-8256-e08c42cc22e2,2026-04-18,18:00:36.34,2026-04-18T11:00:36.3487744-07:00,2026-04-18T18:00:36.3487744Z,,v3,643-145631,643-144573,8101,"Parker, Will",1000474009,Right,POM_COL,d1ed6e5b-afac-4eaa-a6a0-0b358444c976,54.97554,-128.42357,13.65096,6.13225,-3.49557,-7.86183,-1.31887,6.0859,-6.39428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2026-04-18,11:00:52.72,1,4,"Polishuk, Will",1000375103,Right,POM_COL,"Hargenrader, Kailen",10119585,Left,CAL_TEC,Undefined,1,Top,0,2,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.38148,-0.400768,-0.816966,2284.935028,228.942603,1:45,6.07518,1.48269,5.60704,-24.37178,12.47733,13.0293,3.67006,1.80582,80.1222,-4.93447,1.509764,0.436903,,,,,,,,,,,,-6.75268,6.77567,-1.42105,50,6.02527,1.23684,-126.91612,-1.70868,-11.05258,25.12607,-21.08387,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20260418-PomonaPitzer-1,8a8b8d60-3b50-11f1-9b04-25d2d08c4a00,86.27192,,,7.25929,,,,,,,90e4196f-eea4-4870-8256-e08c42cc22e2,2026-04-18,18:00:52.72,2026-04-18T11:00:52.7268864-07:00,2026-04-18T18:00:52.7268864Z,,v3,643-145631,643-144573,8101,"Parker, Will",1000474009,Right,POM_COL,3d6e3a4a-b98f-41ea-bd87-d3488226f0e7,54.88993,-127.88054,12.56303,6.07532,-0.89942,-10.54193,-1.47666,1.66107,-5.52629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2026-04-18,11:01:08.41,1,5,"Polishuk, Will",1000375103,Right,POM_COL,"Hargenrader, Kailen",10119585,Left,CAL_TEC,Undefined,1,Top,0,3,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.60236,-2.154049,-3.567749,2159.60427,226.345299,1:30,6.04231,1.39615,5.40392,-22.35422,15.61981,15.11135,2.15625,-0.69187,79.41214,-6.306912,-0.885373,0.443522,,,,,,,,,,,,-8.50886,8.78615,-1.08875,50,5.83459,7.15717,-125.45268,-5.4738,-13.61374,24.44374,-18.11668,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20260418-PomonaPitzer-1,93eaff30-3b50-11f1-9b04-25d2d08c4a00,84.98443,,,7.19023,,,,,,,90e4196f-eea4-4870-8256-e08c42cc22e2,2026-04-18,18:01:08.41,2026-04-18T11:01:08.4182016-07:00,2026-04-18T18:01:08.4182016Z,,v3,643-145631,643-144573,8101,"Parker, Will",1000474009,Right,POM_COL,fabb6983-b2bb-46d4-b422-4e6068134b81,55.09405,-126.44133,12.22187,6.04116,-4.74105,-9.05834,-1.38936,7.70779,-6.80687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2026-04-18,11:01:25.18,1,6,"Polishuk, Will",1000375103,Right,POM_COL,"Hargenrader, Kailen",10119585,Left,CAL_TEC,Undefined,1,Top,0,3,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,88.89575,-1.038892,-2.240846,2358.56874,218.917839,1:15,6.01048,1.51193,5.7508,-19.108,16.51938,12.40253,3.45015,0.45831,81.03596,-4.649129,-0.022256,0.429599,,,,,,,,,,,,-6.89603,9.03414,-1.33323,50,5.91257,4.5026,-128.97901,-2.92975,-11.59903,27.20403,-16.97881,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20260418-PomonaPitzer-1,9ddee8d0-3b50-11f1-9b04-25d2d08c4a00,87.73862,,,7.85978,,,,,,,90e4196f-eea4-4870-8256-e08c42cc22e2,2026-04-18,18:01:25.18,2026-04-18T11:01:25.1810000-07:00,2026-04-18T18:01:25.1810000Z,,v3,643-145631,643-144573,8101,"Parker, Will",1000474009,Right,POM_COL,1d36d7f1-6e25-48a6-8319-fcf31486550e,54.74587,-129.97614,13.60201,6.00855,-2.30741,-8.4894,-1.50606,4.92775,-5.79951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.22823,,,0.963428,,,,1.1812,5.93636,3.23003,71.86793,2.76653,-52.91677,1.19462,77.11009,-3.89863,5.97404,10.69378,-14.56125,3.16484,-66.31423,8.42175,High,High,High,,,High,High,High
7,2026-04-18,11:01:50.37,2,1,"Polishuk, Will",1000375103,Right,POM_COL,"Hu, Mark",1000091669,Right,CAL_TEC,Undefined,1,Top,1,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.21307,-1.394149,-1.714345,2163.156022,224.426394,1:30,6.09222,1.42608,5.3242,-22.20596,15.42044,13.90674,2.93262,0.97578,79.5646,-5.530363,0.755378,0.441487,,,,,,,,,,,,-7.41489,8.48437,-1.2812,50,5.95038,3.1601,-126.4776,-3.83112,-11.98902,26.23257,-18.45584,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20260418-PomonaPitzer-1,ace77b30-3b50-11f1-9b04-25d2d08c4a00,85.37613,,,7.64846,,,,,,,90e4196f-eea4-4870-8256-e08c42cc22e2,2026-04-18,18:01:50.37,2026-04-18T11:01:50.3746560-07:00,2026-04-18T18:01:50.3746560Z,,v3,643-145631,643-144573,8101,"Parker, Will",1000474009,Right,POM_COL,ee522926-7aa4-4b77-b75d-c8b0569bca54,55.17274,-127.54596,13.11628,6.0911,-3.07948,-9.22792,-1.41985,3.64837,-5.99451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2026-04-18,11:02:04.24,2,2,"Polishuk, Will",1000375103,Right,POM_COL,"Hu, Mark",1000091669,Right,CAL_TEC,Undefined,1,Top,1,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.34772,1.701355,-1.443364,2195.94162,118.019912,10:00,5.93084,1.48589,5.34622,-41.45731,1.70158,-0.64461,4.07292,0.078,74.3568,-5.882965,-1.557843,0.472832,,,,,,,,,,,,-0.08315,0.84461,-1.3554,50,6.05481,3.00031,-117.99481,2.03422,-0.11719,22.56284,-30.98393,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20260418-PomonaPitzer-1,b530e920-3b50-11f1-9b04-25d2d08c4a00,79.71642,,,6.99093,,,,,,,90e4196f-eea4-4870-8256-e08c42cc22e2,2026-04-18,18:02:04.24,2026-04-18T11:02:04.2463744-07:00,2026-04-18T18:02:04.2463744Z,,v3,643-145631,643-144573,8101,"Parker, Will",1000474009,Right,POM_COL,cbafd3ae-658c-4291-975c-263813f59be8,55.1509,-118.97568,11.28142,5.9371,3.38118,-15.49197,-1.48594,3.0054,-0.0586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2026-04-18,11:02:18.65,2,3,"Polishuk, Will",1000375103,Right,POM_COL,"Hu, Mark",1000091669,Right,CAL_TEC,Undefined,1,Top,1,1,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.92942,-3.031412,-2.556535,2319.736933,226.090808,1:30,6.21439,1.26076,5.38019,-21.87741,14.24091,13.58261,1.54411,-0.00547,81.48045,-7.082913,-0.142433,0.432549,,,,,,,,,,,,-7.51957,8.34134,-1.04176,50,5.92745,5.14325,-128.8252,-7.58827,-12.64961,26.50563,-18.14203,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20260418-PomonaPitzer-1,bdc31fe0-3b50-11f1-9b04-25d2d08c4a00,87.14028,,,7.44897,,,,,,,90e4196f-eea4-4870-8256-e08c42cc22e2,2026-04-18,18:02:18.65,2026-04-18T11:02:18.6508800-07:00,2026-04-18T18:02:18.6508800Z,,v3,643-145631,643-144573,8101,"Parker, Will",1000474009,Right,POM_COL,9a528e0a-f7b2-4438-a5d2-444ed63b1f2e,55.1181,-129.87397,13.25282,6.2135,-6.87043,-9.07102,-1.25517,5.64377,-6.32481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2026-04-18,11:02:35.09,2,4,"Polishuk, Will",1000375103,Right,POM_COL,"Hu, Mark",1000091669,Right,CAL_TEC,Undefined,1,Top,1,1,2,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,80.98165,1.727345,-0.844102,2290.646853,45.847258,7:30,5.88808,1.44149,5.42575,-44.42935,-0.95689,-2.41461,3.80416,0.44962,73.96868,-6.399867,-1.273817,0.474546,,,,,,,,,,,,0.97441,-0.58047,-1.36489,50,6.01035,1.82926,-117.51714,1.9934,1.35817,22.95414,-32.98315,POM_COL,CAL_TEC,PomonaPitzer,D3,Team,20260418-PomonaPitzer-1,c7bf1fd0-3b50-11f1-9b04-25d2d08c4a00,79.42838,,,7.01298,,,,,,,90e4196f-eea4-4870-8256-e08c42cc22e2,2026-04-18,18:02:35.09,2026-04-18T11:02:35.0998528-07:00,2026-04-18T18:02:35.0998528Z,,v3,643-145631,643-144573,8101,"Parker, Will",1000474009,Right,POM_COL,8c5c1076-812b-47d0-92a7-b15a6334aed7,55.07353,-118.50399,11.47707,5.89417,3.41141,-16.49158,-1.44227,1.77087,0.67908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
