PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-03-09,10:02:06.92,1,1,"Collins, Ethan",1000115647,Right,POM_COL,"Ramos, Emiliano",,Right,HOU_KYL1,Undefined,1,Top,0,0,0,Cutter,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.49167,0.339116,-1.805879,2530.699121,106.632689,9:30,5.07475,2.58646,5.05359,-41.54876,3.14729,-5.68268,1.93235,0.40917,73.59905,-7.214245,-2.809967,0.481178,,,,,,,,,,,,2.29339,1.90496,-2.40979,50,5.07415,3.9196,-116.70037,-0.80809,3.1498,22.80011,-29.55771,POM_COL,HOU_KYL1,PomonaPitzer,D3,Team,20250309-PomonaPitzer-3,3bb5ca70-fd08-11ef-8396-49d062319fe5,78.33365,,,6.89262,,,,,,,4a7971cc-f0d5-4adf-be21-3c3eee1bd4f8,2025-03-09,17:02:06.92,2025-03-09T10:02:06.9207552-07:00,2025-03-09T17:02:06.9207552Z,,v3,POM_PIT,58339,,"Hattenburg, Xavier",10277269,Right,POM_COL,f387cb4d-9f23-4def-8dc3-f180017129c7,55.44485,-117.75934,11.40005,5.0798,0.56474,-14.77886,-2.58844,3.7733,1.5749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2025-03-09,10:02:22.90,1,2,"Collins, Ethan",1000115647,Right,POM_COL,"Ramos, Emiliano",,Right,HOU_KYL1,Undefined,1,Top,0,0,1,TwoSeamFastBall,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.66907,0.603867,-3.770758,2257.784578,269.679434,3:00,4.79659,2.56319,5.26977,-37.63136,1.20232,9.70697,2.22914,-0.17508,78.86317,-6.241645,-2.053015,0.448514,117.18618,-56.722627,-94.973466,,,,,2.72119,2.49208,-29.345859,0.016773,-5.87205,0.7489,-2.22559,50,4.82386,7.77293,-124.22434,-0.09237,-9.23712,23.32739,-30.99599,POM_COL,HOU_KYL1,PomonaPitzer,D3,Team,20250309-PomonaPitzer-3,453dd2e0-fd08-11ef-8396-49d062319fe5,84.03858,2.41319,,6.8059,,,,2.50931,2.41319,0.24424,4a7971cc-f0d5-4adf-be21-3c3eee1bd4f8,2025-03-09,17:02:22.90,2025-03-09T10:02:22.9066240-07:00,2025-03-09T17:02:22.9066240Z,GroundBall,v3,POM_PIT,58339,,"Hattenburg, Xavier",10277269,Right,POM_COL,1fd0d260-3627-4b17-b9ca-3a45617e52ad,55.23195,-125.20296,11.66369,4.80045,1.20797,-15.498,-2.55981,8.16045,-4.61856,,2.50933,-8.18598,,,,,,,,2.41367,-143.86971,,,,,,,,0.24456,-94.06791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
3,2025-03-09,10:02:51.61,1,3,"Collins, Ethan",1000115647,Right,POM_COL,"Ramos, Emiliano",,Right,HOU_KYL1,Undefined,1,Top,0,0,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.50507,1.875617,0.186707,2796.582076,75.008675,8:30,4.90147,2.45839,4.88373,-52.74117,-3.07811,-17.328,2.28151,1.19104,70.1348,-7.648771,-2.867769,0.507211,,,,,,,,,,,,8.58374,-1.57055,-2.46134,50,5.04099,0.34838,-110.97566,1.74604,10.68059,20.27601,-34.12824,POM_COL,HOU_KYL1,PomonaPitzer,D3,Team,20250309-PomonaPitzer-3,56694540-fd08-11ef-8396-49d062319fe5,74.3132,,,6.37027,,,,,,,4a7971cc-f0d5-4adf-be21-3c3eee1bd4f8,2025-03-09,17:02:51.61,2025-03-09T10:02:51.6153856-07:00,2025-03-09T17:02:51.6153856Z,,v3,POM_PIT,58339,,"Hattenburg, Xavier",10277269,Right,POM_COL,23c256f6-f48a-49b0-b9bf-eb768c1bcab3,55.61757,-111.99733,10.138,4.90969,3.4657,-17.06412,-2.46533,-0.1898,5.3403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2025-03-09,10:03:09.19,1,4,"Collins, Ethan",1000115647,Right,POM_COL,"Ramos, Emiliano",,Right,HOU_KYL1,Undefined,1,Top,0,1,2,TwoSeamFastBall,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.85402,1.264897,-3.520063,2138.764722,288.577051,3:30,4.8429,2.5217,5.45894,-39.90664,-1.92756,8.67981,2.70378,-0.05408,79.82665,-5.985405,-1.978313,0.443551,,,,,,,,,,,,-5.22457,-1.02059,-2.21749,50,4.92652,7.31299,-124.6936,1.29104,-8.37075,20.93254,-33.80922,POM_COL,HOU_KYL1,PomonaPitzer,D3,Team,20250309-PomonaPitzer-3,60d59330-fd08-11ef-8396-49d062319fe5,84.97881,,,6.02737,,,,,,,4a7971cc-f0d5-4adf-be21-3c3eee1bd4f8,2025-03-09,17:03:09.19,2025-03-09T10:03:09.1987968-07:00,2025-03-09T17:03:09.1987968Z,,v3,POM_PIT,58339,,"Hattenburg, Xavier",10277269,Right,POM_COL,9289547a-cf7a-4d94-b74f-be142ec5e70c,55.04459,-125.53759,10.46627,4.84699,2.65421,-16.90461,-2.51915,7.65049,-4.18538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2025-03-09,10:03:43.63,1,5,"Collins, Ethan",1000115647,Right,POM_COL,"Ramos, Emiliano",,Right,HOU_KYL1,Undefined,1,Top,0,1,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.33709,0.228076,-5.00083,2743.295889,39.019822,7:15,5.31888,2.1798,5.5232,-65.05236,-14.79658,-13.50879,0.11191,-3.63325,69.25045,-11.522428,-7.398209,0.510228,,,,,,,,,,,,5.03374,-7.14496,-1.73427,50,5.29516,10.15208,-110.25645,-1.70842,6.00671,25.19196,-40.70004,POM_COL,HOU_KYL1,PomonaPitzer,D3,Team,20250309-PomonaPitzer-3,7563b890-fd08-11ef-8396-49d062319fe5,73.87369,,,7.08665,,,,,,,4a7971cc-f0d5-4adf-be21-3c3eee1bd4f8,2025-03-09,17:03:43.63,2025-03-09T10:03:43.6302848-07:00,2025-03-09T17:03:43.6302848Z,,v3,POM_PIT,58339,,"Hattenburg, Xavier",10277269,Right,POM_COL,6dfd22d4-563e-4d67-b442-900a09072c2b,54.97868,-111.3882,12.59598,5.33084,0.12003,-20.35002,-2.18429,9.88223,3.00335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Medium,Medium,,,,,
6,2025-03-09,10:04:05.21,1,6,"Collins, Ethan",1000115647,Right,POM_COL,"Ramos, Emiliano",,Right,HOU_KYL1,Undefined,1,Top,0,2,2,TwoSeamFastBall,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.7743,0.908726,-5.446292,2358.349192,231.086576,1:45,4.89324,2.39428,5.27704,-36.6788,3.39201,2.65756,2.69412,-2.515,77.6049,-5.772007,-4.978552,0.455602,,,,,,,,,,,,-2.8198,1.83894,-1.89763,50,4.94973,11.56529,-122.51172,0.6047,-4.29215,23.85704,-29.37492,POM_COL,HOU_KYL1,PomonaPitzer,D3,Team,20250309-PomonaPitzer-3,8240df70-fd08-11ef-8396-49d062319fe5,82.7311,,,7.1694,,,,,,,4a7971cc-f0d5-4adf-be21-3c3eee1bd4f8,2025-03-09,17:04:05.21,2025-03-09T10:04:05.2199936-07:00,2025-03-09T17:04:05.2199936Z,,v3,POM_PIT,58339,,"Hattenburg, Xavier",10277269,Right,POM_COL,f9980054-2f41-4e38-aa6b-cd9ede015d1e,55.22174,-123.52438,11.92852,4.8976,1.85158,-14.68746,-2.3924,11.74748,-2.14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Medium,Medium,,,,,
7,2025-03-09,10:04:22.15,1,7,"Collins, Ethan",1000115647,Right,POM_COL,"Ramos, Emiliano",,Right,HOU_KYL1,Undefined,1,Top,0,3,2,Cutter,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,80.69025,-1.505249,-3.884563,2576.79813,113.242897,9:45,5.0295,2.58057,5.40822,-39.69057,5.11922,-8.02567,0.30806,-1.7334,72.94557,-8.764995,-5.307535,0.48179,,,,,,,,,,,,2.72638,3.54292,-2.22845,50,4.86775,8.24047,-116.60649,-4.40694,3.67003,26.48868,-27.40487,POM_COL,HOU_KYL1,PomonaPitzer,D3,Team,20250309-PomonaPitzer-3,8c5856a0-fd08-11ef-8396-49d062319fe5,78.23415,,,7.74468,,,,,,,4a7971cc-f0d5-4adf-be21-3c3eee1bd4f8,2025-03-09,17:04:22.15,2025-03-09T10:04:22.1528576-07:00,2025-03-09T17:04:22.1528576Z,,v3,POM_PIT,58339,,"Hattenburg, Xavier",10277269,Right,POM_COL,2ee37e5d-9bcf-4053-869b-8e73574a8e60,55.08934,-117.75692,13.24434,5.0333,-3.21672,-13.70243,-2.58288,8.08108,1.83502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2025-03-09,10:04:50.98,2,1,"Collins, Ethan",1000115647,Right,POM_COL,"Vivian, Anthony",,Right,HOU_KYL1,Undefined,1,Top,0,0,0,Cutter,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.00805,0.907634,-3.045806,2632.004,66.655979,8:15,5.0356,2.58146,5.38974,-45.97262,-2.57784,-8.9865,2.05651,-1.0248,74.61385,-7.443342,-4.640176,0.474122,,,,,,,,,,,,3.68669,-1.15299,-2.30263,50,5.08428,6.61595,-117.5066,0.24114,5.16113,22.00555,-33.78814,POM_COL,HOU_KYL1,PomonaPitzer,D3,Team,20250309-PomonaPitzer-3,9d7e71d0-fd08-11ef-8396-49d062319fe5,79.49945,,,6.3942,,,,,,,4a7971cc-f0d5-4adf-be21-3c3eee1bd4f8,2025-03-09,17:04:50.98,2025-03-09T10:04:50.9832704-07:00,2025-03-09T17:04:50.9832704Z,,v3,POM_PIT,58339,,"Hattenburg, Xavier",10277269,Right,POM_COL,6899dd99-8f27-4b2b-a624-e214239a0842,55.11126,-118.45992,11.00278,5.04213,1.7049,-16.89407,-2.5844,6.39236,2.58056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2025-03-09,10:05:10.23,2,2,"Collins, Ethan",1000115647,Right,POM_COL,"Vivian, Anthony",,Right,HOU_KYL1,Undefined,1,Top,0,0,1,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.97046,0.397232,-3.946243,2639.319982,131.657732,10:30,5.08753,2.51962,5.36237,-36.32246,7.64768,-6.95378,2.43405,-1.76625,73.75288,-6.268199,-5.175973,0.477255,,,,,,,,,,,,2.29764,4.16095,-2.15962,50,5.09776,8.36907,-117.17157,-0.41587,3.16975,23.72234,-26.43368,POM_COL,HOU_KYL1,PomonaPitzer,D3,Team,20250309-PomonaPitzer-3,a8fbba90-fd08-11ef-8396-49d062319fe5,78.97758,,,7.21758,,,,,,,4a7971cc-f0d5-4adf-be21-3c3eee1bd4f8,2025-03-09,17:05:10.23,2025-03-09T10:05:10.2391808-07:00,2025-03-09T17:05:10.2391808Z,,v3,POM_PIT,58339,,"Hattenburg, Xavier",10277269,Right,POM_COL,6802552c-ba5a-46a7-8c70-2d05b06abd3d,55.13502,-118.20662,11.86117,5.09074,0.73749,-13.21684,-2.52177,8.23076,1.58488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2025-03-09,10:05:30.81,2,3,"Collins, Ethan",1000115647,Right,POM_COL,"Vivian, Anthony",,Right,HOU_KYL1,Undefined,1,Top,0,1,1,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,73.14295,1.723355,-0.432321,2573.644844,52.073991,7:45,5.30001,2.35969,5.63606,-64.25358,-10.86186,-16.28965,1.5539,0.59887,66.74731,-10.00125,-3.34857,0.525906,,,,,,,,,,,,8.11162,-5.51311,-2.31234,50,5.40565,1.38963,-106.15535,1.17508,9.11072,20.83649,-38.36619,POM_COL,HOU_KYL1,PomonaPitzer,D3,Team,20250309-PomonaPitzer-3,b54b6e80-fd08-11ef-8396-49d062319fe5,71.67138,,,6.39564,,,,,,,4a7971cc-f0d5-4adf-be21-3c3eee1bd4f8,2025-03-09,17:05:30.81,2025-03-09T10:05:30.8119040-07:00,2025-03-09T17:05:30.8119040Z,,v3,POM_PIT,58339,,"Hattenburg, Xavier",10277269,Right,POM_COL,2f003665-f5cd-4efb-8bc0-038db7d798dc,54.86643,-107.10629,10.41825,5.31207,2.92604,-19.18309,-2.36627,0.97384,4.55536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
