PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-01-24,13:03:20.49,1,1,"Hilton, Jake",828436,Left,POM_COL,"Martinez, Dominic",1000128046,Left,AZU_PAC,Undefined,1,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,86.20529,-0.526958,1.853492,2266.125762,157.760832,11:15,5.72077,-0.41391,5.37889,-21.99458,16.40269,-6.19989,3.39362,0.80758,78.61992,-4.639041,0.752004,0.445986,,,,,,,,,,,,3.61874,8.748,0.25242,50,5.65837,-3.77317,-125.03945,-1.87241,5.72355,25.44184,-18.33784,POM_COL,AZU_PAC,PomonaPitzer,TeamExclusive,Team,20250124-PomonaPitzer-Private-1,a47b5370-da96-11ef-9c6c-e1b4b003f2ac,84.51479,,,7.58537,,,,,,,231a033c-9fee-4ed3-8ab0-22db20dde7fc,2025-01-24,21:03:20.49,2025-01-24T13:03:20.4920000-08:00,2025-01-24T21:03:20.4920000Z,,v3,POM_PIT,,,"Savas, Peter",1000276389,Right,POM_COL,8b64b06c-dc22-40b7-9a42-f1c0c2a93220,55.11815,-126.07654,12.72092,5.71946,-1.1249,-9.16892,0.41099,-4.00648,2.86177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2025-01-24,13:03:39.73,1,2,"Hilton, Jake",828436,Left,POM_COL,"Martinez, Dominic",1000128046,Left,AZU_PAC,Undefined,1,Top,0,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.63661,-1.754118,1.788661,2384.070459,157.849387,11:15,5.59945,-0.32673,5.47458,-20.5045,16.53965,-6.24213,2.24797,0.82743,80.02038,-5.592262,0.677332,0.438057,,,,,,,,,,,,3.62921,9.18048,0.17385,50,5.43154,-3.69155,-127.08585,-4.56018,5.92975,26.27254,-17.17406,POM_COL,AZU_PAC,PomonaPitzer,TeamExclusive,Team,20250124-PomonaPitzer-Private-1,aff17040-da96-11ef-9c6c-e1b4b003f2ac,86.04451,,,7.61623,,,,,,,231a033c-9fee-4ed3-8ab0-22db20dde7fc,2025-01-24,21:03:39.73,2025-01-24T13:03:39.7360000-08:00,2025-01-24T21:03:39.7360000Z,,v3,POM_PIT,,,"Savas, Peter",1000276389,Right,POM_COL,5ed4a28e-61c8-4454-846a-319ac3e14656,55.02239,-128.11993,13.13627,5.59772,-3.88422,-8.58703,0.32374,-3.92494,2.96488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2025-01-24,13:03:59.16,1,3,"Hilton, Jake",828436,Left,POM_COL,"Martinez, Dominic",1000128046,Left,AZU_PAC,Undefined,1,Top,0,1,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.42523,-1.750737,2.340403,2233.903253,152.759412,11:00,5.48742,-0.36577,5.61967,-21.01328,15.98485,-7.61563,2.10057,1.18497,79.92192,-5.686477,0.981532,0.437786,,,,,,,,,,,,4.50217,8.94497,0.17098,50,5.32455,-4.85426,-126.79449,-4.55126,7.32851,25.95063,-17.61366,POM_COL,AZU_PAC,PomonaPitzer,TeamExclusive,Team,20250124-PomonaPitzer-Private-1,bb830450-da96-11ef-9c6c-e1b4b003f2ac,86.09796,,,7.50331,,,,,,,231a033c-9fee-4ed3-8ab0-22db20dde7fc,2025-01-24,21:03:59.16,2025-01-24T13:03:59.1660000-08:00,2025-01-24T21:03:59.1660000Z,,v3,POM_PIT,,,"Savas, Peter",1000276389,Right,POM_COL,c8000b2f-fecc-4081-91ae-887603da920f,54.87835,-127.78903,12.97532,5.48604,-3.87623,-8.80683,0.3624,-5.13512,3.66426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2025-01-24,13:04:25.65,1,4,"Hilton, Jake",828436,Left,POM_COL,"Martinez, Dominic",1000128046,Left,AZU_PAC,Undefined,1,Top,0,1,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.18335,-0.475062,1.675041,2408.836301,337.039167,5:15,5.4862,-0.34994,4.97228,-63.06314,-16.56525,7.65599,-0.21798,1.87065,72.94437,-11.741036,3.032111,0.490781,,,,,,,,,,,,-3.31358,-7.76682,0.18142,50,5.3877,-3.67093,-114.87672,-3.29274,-4.38065,23.40281,-42.44198,POM_COL,AZU_PAC,PomonaPitzer,TeamExclusive,Team,20250124-PomonaPitzer-Private-1,cb4ee6b0-da96-11ef-9c6c-e1b4b003f2ac,76.80088,,,6.23898,,,,,,,231a033c-9fee-4ed3-8ab0-22db20dde7fc,2025-01-24,21:04:25.65,2025-01-24T13:04:25.6520000-08:00,2025-01-24T21:04:25.6520000Z,,v3,POM_PIT,,,"Savas, Peter",1000276389,Right,POM_COL,5abfbef9-a7cc-4261-a307-cd3df4593bfd,55.53196,-115.99822,11.70141,5.49676,-1.25884,-21.22099,0.3523,-3.461,-2.19032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2025-01-24,13:04:49.43,1,5,"Hilton, Jake",828436,Left,POM_COL,"Martinez, Dominic",1000128046,Left,AZU_PAC,Undefined,1,Top,0,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.81478,-0.336678,0.817937,2384.060792,155.520235,11:15,5.72676,-0.47956,5.4079,-19.7247,17.1754,-7.28422,3.76756,-0.32017,80.1157,-4.041471,-0.477578,0.437205,,,,,,,,,,,,3.86855,9.06835,0.41192,50,5.68331,-1.49292,-127.44839,-1.38894,6.36182,26.23472,-17.26116,POM_COL,AZU_PAC,PomonaPitzer,TeamExclusive,Team,20250124-PomonaPitzer-Private-1,d96fff40-da96-11ef-9c6c-e1b4b003f2ac,86.21226,,,7.69908,,,,,,,231a033c-9fee-4ed3-8ab0-22db20dde7fc,2025-01-24,21:04:49.43,2025-01-24T13:04:49.4310000-08:00,2025-01-24T21:04:49.4310000Z,,v3,POM_PIT,,,"Savas, Peter",1000276389,Right,POM_COL,28c9eb50-84b8-4819-866d-6fcf9c923514,55.08921,-128.49171,13.11736,5.7249,-0.70249,-8.63058,0.47632,-1.74593,3.18091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2025-01-24,13:05:13.02,1,6,"Hilton, Jake",828436,Left,POM_COL,"Martinez, Dominic",1000128046,Left,AZU_PAC,Undefined,1,Top,0,3,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.71382,-1.683843,1.303026,2310.788783,169.609719,11:45,5.60569,-0.3878,5.51695,-19.09643,17.48261,-3.00606,2.43901,0.58028,80.76749,-5.255181,0.767347,0.435299,,,,,,,,,,,,1.84835,9.59438,0.27635,50,5.4463,-2.76672,-127.36986,-4.3587,3.06075,24.196,-16.28639,POM_COL,AZU_PAC,PomonaPitzer,TeamExclusive,Team,20250124-PomonaPitzer-Private-1,e78d9560-da96-11ef-9c6c-e1b4b003f2ac,86.58981,,,6.94633,,,,,,,231a033c-9fee-4ed3-8ab0-22db20dde7fc,2025-01-24,21:05:13.02,2025-01-24T13:05:13.0230000-08:00,2025-01-24T21:05:13.0230000Z,,v3,POM_PIT,,,"Savas, Peter",1000276389,Right,POM_COL,8bec1f3b-fb44-4be5-b102-6ccfa8abc4e2,54.98179,-128.31274,12.098,5.60378,-3.72404,-8.1432,0.38649,-2.88599,1.53037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2025-01-24,13:05:36.07,1,7,"Hilton, Jake",828436,Left,POM_COL,"Martinez, Dominic",1000128046,Left,AZU_PAC,Undefined,1,Top,0,3,2,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,75.39436,0.315387,0.857031,1531.208951,102.770188,9:30,5.397,-0.82969,5.38645,-44.84384,4.9704,-15.37761,1.95567,-1.3078,69.64456,-7.866798,-1.880582,0.507982,,,,,,,,,,,,8.05871,2.7939,0.76468,50,5.39322,-1.07602,-109.55746,-0.82551,9.83416,18.6242,-28.76459,POM_COL,AZU_PAC,PomonaPitzer,TeamExclusive,Team,20250124-PomonaPitzer-Private-1,f54df050-da96-11ef-9c6c-e1b4b003f2ac,74.20036,,,5.74981,,,,,,,231a033c-9fee-4ed3-8ab0-22db20dde7fc,2025-01-24,21:05:36.07,2025-01-24T13:05:36.0720000-08:00,2025-01-24T21:05:36.0720000Z,,v3,POM_PIT,,,"Savas, Peter",1000276389,Right,POM_COL,97c0ed01-83a8-45b7-acc8-cfa84d1446c4,55.11569,-110.42368,9.3121,5.4005,0.51234,-14.38229,0.82536,-1.53341,4.91708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2025-01-24,13:06:04.01,1,8,"Hilton, Jake",828436,Left,POM_COL,"Martinez, Dominic",1000128046,Left,AZU_PAC,Undefined,1,Top,0,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,87.81006,-1.084191,2.271421,2258.635853,167.968694,11:30,5.56247,-0.47295,5.59584,-19.12245,17.31442,-3.45831,2.95575,1.36071,80.73346,-4.670291,1.654899,0.434452,,,,,,,,,,,,2.33658,9.38485,0.28043,50,5.45714,-4.908,-127.48188,-3.02046,3.87231,24.47427,-16.62086,POM_COL,AZU_PAC,PomonaPitzer,TeamExclusive,Team,20250124-PomonaPitzer-Private-1,05e9cce0-da97-11ef-9c6c-e1b4b003f2ac,86.75853,,,7.07659,,,,,,,231a033c-9fee-4ed3-8ab0-22db20dde7fc,2025-01-24,21:06:04.01,2025-01-24T13:06:04.0180000-08:00,2025-01-24T21:06:04.0180000Z,,v3,POM_PIT,,,"Savas, Peter",1000276389,Right,POM_COL,db0d26e4-6ddb-46a4-9590-45d0689b7cd3,54.90305,-128.41973,12.23714,5.56068,-2.38355,-8.31043,0.47135,-5.05638,1.93615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2025-01-24,13:06:59.31,2,1,"Hilton, Jake",828436,Left,POM_COL,"Cook, Elijah",1000365365,Right,AZU_PAC,Undefined,1,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,85.78532,0.706192,0.16643,2198.045828,156.23474,11:15,5.62807,-0.40656,5.35662,-22.26222,16.20706,-6.63859,4.43521,-0.80369,78.76473,-3.44225,-1.012937,0.446405,,,,,,,,,,,,3.36843,8.29721,0.39646,50,5.67594,-0.07366,-124.60115,0.79757,5.33296,23.37966,-19.03773,POM_COL,AZU_PAC,PomonaPitzer,TeamExclusive,Team,20250124-PomonaPitzer-Private-1,26e455f0-da97-11ef-9c6c-e1b4b003f2ac,84.43561,,,7.0206,,,,,,,231a033c-9fee-4ed3-8ab0-22db20dde7fc,2025-01-24,21:06:59.31,2025-01-24T13:06:59.3140000-08:00,2025-01-24T21:06:59.3140000Z,,v3,POM_PIT,,,"Savas, Peter",1000276389,Right,POM_COL,b234188f-d134-493d-8c4d-44493cb58b22,55.14187,-125.56224,11.68983,5.62706,1.58017,-9.51887,0.404,-0.2929,2.66648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2025-01-24,13:07:22.07,2,2,"Hilton, Jake",828436,Left,POM_COL,"Cook, Elijah",1000365365,Right,AZU_PAC,Undefined,1,Top,0,1,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,HomeRun,0,2,,85.65099,-1.515544,0.624018,2142.582307,156.739613,11:15,5.64522,-0.58171,5.28174,-21.45785,17.39777,-6.95863,2.43334,-0.57553,78.56338,-5.50924,-0.611156,0.44864,96.76462,32.193343,22.471455,,97.43292,63.26856,51.05693,356.59398,325.73278,37.854725,4.955775,3.67764,9.50064,0.5302,50,5.49165,-1.05645,-124.32904,-4.00245,5.77292,24.25786,-17.26052,POM_COL,AZU_PAC,PomonaPitzer,TeamExclusive,Team,20250124-PomonaPitzer-Private-1,3477d480-da97-11ef-9c6c-e1b4b003f2ac,84.01483,86.12853,,7.0876,,,,1.83573,2.46886,0.51202,231a033c-9fee-4ed3-8ab0-22db20dde7fc,2025-01-24,21:07:22.07,2025-01-24T13:07:22.0790000-08:00,2025-01-24T21:07:22.0790000Z,FlyBall,v3,POM_PIT,,,"Savas, Peter",1000276389,Right,POM_COL,729f30ce-4ab2-4ee2-9eae-592247659902,55.21794,-125.34297,12.12893,5.64387,-3.28099,-8.63026,0.5794,-1.29775,2.88646,219.787955,1.83801,110.93352,-26.78912,6.60415,-1.1998,0.15237,-0.01694,0.00214,-0.00015,2.47171,75.54794,-18.51978,0.27864,0.48706,-0.26099,0.07091,-0.00956,0.0005,0.5125,45.89893,1.9,-1.44834,0.43674,-0.08558,0.01174,-0.00106,5E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
