PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2026-03-28,14:13:24.36,1,1,"Dennis, Lucas",10274891,Right,POM_COL,"Miguel, Rayden",1000394031,Right,WHI_COL1,Undefined,1,Top,0,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.68132,-0.83411,-3.096017,2076.696982,232.576139,1:45,5.55308,1.60599,5.97188,-26.10655,12.20631,14.22363,2.60307,-0.08177,77.72159,-5.737197,-0.542552,0.445496,,,,,,,,,,,,-8.17229,6.9113,-1.36824,50,5.4726,6.1289,-124.20558,-2.62017,-12.65933,26.82439,-21.46806,POM_COL,WHI_COL1,PomonaPitzer,D3,Team,20260328-PomonaPitzer-1,f539b630-2aea-11f1-bb04-df4732e2f9b7,84.60783,,,7.95973,,,,,,,02db39fb-0347-40de-93c4-abc1fa19139e,2026-03-28,21:13:24.36,2026-03-28T14:13:24.3684864-07:00,2026-03-28T21:13:24.3684864Z,,v3,643-145631,643-146222,,"Parker, Will",1000474009,Right,POM_COL,e209f699-0a2a-4d98-9037-79344a8cbea4,54.5243,-125.17887,13.4122,5.55354,-1.84123,-10.73403,-1.59895,6.58823,-6.32966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2026-03-28,14:13:39.11,1,2,"Dennis, Lucas",10274891,Right,POM_COL,"Miguel, Rayden",1000394031,Right,WHI_COL1,Undefined,1,Top,0,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.40117,-1.281922,-4.052257,2183.549777,218.424819,1:15,5.53392,1.769,6.05064,-22.32903,15.42123,11.16808,2.48331,-1.05781,78.11862,-5.514397,-2.048712,0.442213,,,,,,,,,,,,-6.92555,8.70969,-1.45882,50,5.42199,8.39129,-125.05854,-3.45451,-10.85117,27.7249,-18.52744,POM_COL,WHI_COL1,PomonaPitzer,D3,Team,20260328-PomonaPitzer-1,fe032990-2aea-11f1-bb04-df4732e2f9b7,85.23595,,,8.28255,,,,,,,02db39fb-0347-40de-93c4-abc1fa19139e,2026-03-28,21:13:39.11,2026-03-28T14:13:39.1198208-07:00,2026-03-28T21:13:39.1198208Z,,v3,643-145631,643-146222,,"Parker, Will",1000474009,Right,POM_COL,e364d8fd-79e6-4819-95c2-5d1b4c178042,54.44388,-126.03988,13.86245,5.53266,-2.79873,-9.26372,-1.76263,8.77537,-5.42558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2026-03-28,14:13:54.29,1,3,"Dennis, Lucas",10274891,Right,POM_COL,"Miguel, Rayden",1000394031,Right,WHI_COL1,Undefined,1,Top,0,0,2,Fastball,Sinker,InPlay,Undefined,LineDrive,Single,0,0,,88.12915,-0.83365,-3.699807,2237.394053,233.74173,1:45,5.55249,1.73173,5.9166,-24.61411,11.58217,14.14194,2.72598,-0.52816,80.16382,-5.445681,-1.166291,0.433015,83.30291,8.255163,4.34886,1309.442108,109.17616,5.71823,13.433,144.60576,144.60576,7.783512,1.388006,-8.34347,6.5352,-1.44308,50,5.47161,7.67349,-127.74448,-2.65497,-13.71721,27.55933,-21.42973,POM_COL,WHI_COL1,PomonaPitzer,D3,Team,20260328-PomonaPitzer-1,07058740-2aeb-11f1-bb04-df4732e2f9b7,87.0464,7.88946,,7.96533,,,,0.64211,2.686,0.54993,02db39fb-0347-40de-93c4-abc1fa19139e,2026-03-28,21:13:54.29,2026-03-28T14:13:54.2983680-07:00,2026-03-28T21:13:54.2983680Z,GroundBall,v3,643-145631,643-146222,,"Parker, Will",1000474009,Right,POM_COL,c247cc35-7a55-4fda-897b-750154de998a,54.582,-128.7292,13.77966,5.5528,-1.88927,-10.71487,-1.72601,8.16362,-6.85861,240.95761,0.64211,120.563,-14.23522,1.2941,-0.19541,-0.03371,0.03259,-0.00957,0.00106,2.68601,17.54216,-15.4091,1.10704,-0.06731,-0.04828,0.04319,-0.01466,0.00195,0.54992,9.1696,4.31714,-0.81887,-0.11067,0.27032,-0.1771,0.05738,-0.00768,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
4,2026-03-28,14:14:31.02,2,1,"Dennis, Lucas",10274891,Right,POM_COL,"Mecate, Matthew",1000394015,Right,WHI_COL1,Undefined,1,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,86.55867,-0.31841,-0.494435,2069.186782,230.82269,1:45,5.40453,2.00006,5.52845,-25.85234,12.60284,13.71737,2.9525,2.68095,77.79801,-5.162035,1.951693,0.446322,,,,,,,,,,,,-6.98276,6.87796,-1.966,50,5.36012,0.46322,-125.4106,-1.55948,-10.92192,29.59297,-21.41604,POM_COL,WHI_COL1,PomonaPitzer,D3,Team,20260328-PomonaPitzer-1,1ce99fb0-2aeb-11f1-bb04-df4732e2f9b7,84.45113,,,8.76066,,,,,,,02db39fb-0347-40de-93c4-abc1fa19139e,2026-03-28,21:14:31.02,2026-03-28T14:14:31.0235648-07:00,2026-03-28T21:14:31.0235648Z,,v3,643-145631,643-146222,,"Parker, Will",1000474009,Right,POM_COL,7f5c43e2-00fe-4c47-a2a7-e373e4be07eb,54.96461,-126.57667,14.79648,5.40494,-0.71562,-10.70802,-1.99273,0.89359,-5.46096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2026-03-28,14:14:49.31,2,2,"Dennis, Lucas",10274891,Right,POM_COL,"Mecate, Matthew",1000394015,Right,WHI_COL1,Undefined,1,Top,0,1,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.41742,-0.00357,-4.372064,1391.932036,252.140307,2:30,5.35116,2.05143,5.77787,-38.29608,7.30815,17.2232,2.15649,-0.58929,71.25996,-7.129118,-1.296423,0.486042,,,,,,,,,,,,-10.11193,4.28784,-1.69972,50,5.3285,8.07894,-114.78045,-1.21322,-13.21011,25.35438,-26.57246,POM_COL,WHI_COL1,PomonaPitzer,D3,Team,20260328-PomonaPitzer-1,2875dc90-2aeb-11f1-bb04-df4732e2f9b7,77.5497,,,8.15745,,,,,,,02db39fb-0347-40de-93c4-abc1fa19139e,2026-03-28,21:14:49.31,2026-03-28T14:14:49.3126656-07:00,2026-03-28T21:14:49.3126656Z,,v3,643-145631,643-146222,,"Parker, Will",1000474009,Right,POM_COL,1479352f-7875-427f-99a6-cff6e9a3233a,54.71597,-115.81749,12.67719,5.3559,-0.12635,-13.28623,-2.04122,8.61927,-6.60506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2026-03-28,14:15:29.28,2,3,"Dennis, Lucas",10274891,Right,POM_COL,"Mecate, Matthew",1000394015,Right,WHI_COL1,Undefined,1,Top,0,1,1,Fastball,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.26021,-0.509511,-3.320769,2125.056138,226.90022,1:30,5.38881,2.0199,5.59766,-25.07226,14.0643,13.62379,2.82296,0.05142,77.49476,-5.195978,-0.893706,0.450259,,,,,,,,,,,,-7.90871,7.65748,-1.74431,50,5.32905,6.60428,-123.57044,-1.91114,-12.16123,25.88851,-20.39908,POM_COL,WHI_COL1,PomonaPitzer,D3,Team,20260328-PomonaPitzer-1,3fa73580-2aeb-11f1-bb04-df4732e2f9b7,83.71275,,,7.76545,,,,,,,02db39fb-0347-40de-93c4-abc1fa19139e,2026-03-28,21:15:29.28,2026-03-28T14:15:29.2829184-07:00,2026-03-28T21:15:29.2829184Z,,v3,643-145631,643-146222,,"Parker, Will",1000474009,Right,POM_COL,c28668e1-8c78-4f85-873d-af246738a0b7,54.90089,-124.59296,12.94425,5.38862,-1.10543,-10.19954,-2.01465,7.08461,-6.08061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2026-03-28,14:15:54.95,2,4,"Dennis, Lucas",10274891,Right,POM_COL,"Mecate, Matthew",1000394015,Right,WHI_COL1,Undefined,1,Top,0,1,2,ChangeUp,Changeup,InPlay,Undefined,LineDrive,Single,0,0,,80.22032,0.239486,-2.430006,1404.001916,268.34443,3:00,5.25433,1.97825,5.73769,-41.95329,1.81154,14.18119,1.98143,0.89591,73.47544,-7.475605,0.108968,0.476139,87.41549,18.233645,16.283545,1151.672749,106.36391,26.37041,28.04788,259.03515,255.84663,14.125978,2.803506,-7.94874,1.24402,-1.78486,50,5.2484,4.39921,-116.45614,-0.881,-10.88465,22.4563,-30.47054,POM_COL,WHI_COL1,PomonaPitzer,D3,Team,20260328-PomonaPitzer-1,4ef53550-2aeb-11f1-bb04-df4732e2f9b7,79.16265,27.82074,,6.74488,,,,1.43972,2.005,-0.89891,02db39fb-0347-40de-93c4-abc1fa19139e,2026-03-28,21:15:54.95,2026-03-28T14:15:54.9556736-07:00,2026-03-28T21:15:54.9556736Z,LineDrive,v3,643-145631,643-146222,,"Parker, Will",1000474009,Right,POM_COL,725a64f2-ebba-4cce-a038-a6a2f780f4f2,54.76252,-117.37091,11.22815,5.25901,0.36023,-15.23527,-1.9731,4.8426,-5.44233,153.994911,1.43972,116.88672,-15.33764,3.03337,-0.60105,0.11239,-0.01927,0.00251,-0.00016,2.005,40.11566,-16.80114,1.121,-0.17995,0.02924,-0.0029,0.00034,-3E-05,-0.8989,34.14358,-6.70391,1.58176,-0.35788,0.07392,-0.0132,0.00174,-0.00011,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
8,2026-03-28,14:16:40.56,3,1,"Dennis, Lucas",10274891,Right,POM_COL,"Jasso, Alexander",1000218885,Right,WHI_COL1,Undefined,1,Top,0,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,76.76586,2.38224,-2.043377,2581.12403,61.424604,8:00,5.36926,1.90794,5.4844,-53.04771,-3.73166,-10.24934,3.18013,-0.85874,68.96279,-7.355115,-3.866464,0.505435,,,,,,,,,,,,4.37551,-2.02028,-1.72196,50,5.54339,4.37602,-111.05371,2.84114,5.33827,24.1641,-34.63885,POM_COL,WHI_COL1,PomonaPitzer,D3,Team,20260328-PomonaPitzer-1,6a33b210-2aeb-11f1-bb04-df4732e2f9b7,74.57422,,,7.80307,,,,,,,02db39fb-0347-40de-93c4-abc1fa19139e,2026-03-28,21:16:40.56,2026-03-28T14:16:40.5693440-07:00,2026-03-28T21:16:40.5693440Z,,v3,643-145631,643-146222,,"Parker, Will",1000474009,Right,POM_COL,ba93afc4-de28-4ff4-a211-472edd402d00,55.01059,-112.13866,12.08205,5.38091,4.3964,-17.31942,-1.91306,4.13634,2.66914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2026-03-28,14:17:00.25,3,2,"Dennis, Lucas",10274891,Right,POM_COL,"Jasso, Alexander",1000218885,Right,WHI_COL1,Undefined,1,Top,0,0,1,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.42219,0.53373,-3.035052,2127.262106,226.870611,1:30,5.51675,1.60333,5.98482,-24.46092,12.1882,11.71705,3.97374,-0.23594,79.39687,-4.069063,-0.932474,0.435716,,,,,,,,,,,,-6.88162,6.46174,-1.36992,50,5.54547,6.23623,-126.79857,0.41702,-11.14747,27.14109,-21.70673,POM_COL,WHI_COL1,PomonaPitzer,D3,Team,20260328-PomonaPitzer-1,75e0bd60-2aeb-11f1-bb04-df4732e2f9b7,86.50697,,,8.02532,,,,,,,02db39fb-0347-40de-93c4-abc1fa19139e,2026-03-28,21:17:00.25,2026-03-28T14:17:00.2514944-07:00,2026-03-28T21:17:00.2514944Z,,v3,643-145631,643-146222,,"Parker, Will",1000474009,Right,POM_COL,64667bd8-9978-4b94-a6ea-9ee4a53ed23c,54.51244,-127.7608,13.57055,5.51704,1.18659,-10.85337,-1.59802,6.63144,-5.57373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2026-03-28,14:17:23.86,3,3,"Dennis, Lucas",10274891,Right,POM_COL,"Jasso, Alexander",1000218885,Right,WHI_COL1,Undefined,1,Top,0,0,2,Slider,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,75.27972,1.751767,-0.472349,2693.923751,56.745308,8:00,5.13638,1.87887,5.4016,-59.15806,-8.0239,-15.06146,1.84859,0.18113,68.14633,-9.038572,-3.155062,0.514668,,,,,,,,,,,,7.33548,-3.96567,-1.82618,50,5.25175,1.49035,-109.1009,1.35066,8.66395,22.78805,-36.85793,POM_COL,WHI_COL1,PomonaPitzer,D3,Team,20260328-PomonaPitzer-1,83fa5be0-2aeb-11f1-bb04-df4732e2f9b7,73.23644,,,7.13339,,,,,,,02db39fb-0347-40de-93c4-abc1fa19139e,2026-03-28,21:17:23.86,2026-03-28T14:17:23.8673920-07:00,2026-03-28T21:17:23.8673920Z,,v3,643-145631,643-146222,,"Parker, Will",1000474009,Right,POM_COL,ef724b26-efba-480c-9bf9-82ebb362d9cc,55.097,-110.16037,11.39403,5.14912,3.06428,-18.42897,-1.88611,1.08754,4.33198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
