PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-01-31,14:03:04.64,1,1,"Cohen, Ben",1000115643,Right,POM_COL,"Gonzaga, Kai",10138924,Left,POM_COL,Undefined,1,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,86.71885,-1.484112,-2.351872,2173.042544,233.055065,1:45,6.05327,2.37795,4.07048,-24.10344,16.22072,19.61855,2.61797,1.75309,78.2743,-5.892105,1.051874,0.45704,,,,,,,,,,,,-10.05012,8.6265,-2.13642,50,5.86166,4.14466,-125.3082,-4.20936,-15.80386,27.92284,-18.60886,POM_COL,POM_COL,PomonaPitzer,TeamExclusive,Team,20250131-PomonaPitzer-Private-1,25b101a0-e01f-11ef-8ec6-fd2c1b208846,82.47081,,,8.44455,,,,,,,1bbb3642-f57c-4a84-8684-13f7541aee08,2025-01-31,22:03:04.64,2025-01-31T14:03:04.6465126-08:00,2025-01-31T22:03:04.6465126Z,,v3,POM_PIT,POM_PIT,,"Lee, Sammy",1000276388,Right,POM_COL,a5d0dea4-2c8c-4fa4-b17e-40943eb16231,56.42562,-126.73195,13.96142,6.0521,-3.26052,-9.30443,-2.36829,4.95048,-7.90193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2025-01-31,14:03:17.90,1,2,"Cohen, Ben",1000115643,Right,POM_COL,"Gonzaga, Kai",10138924,Left,POM_COL,Undefined,1,Top,0,1,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.7774,0.534628,-1.804901,2173.190276,231.187679,1:45,6.14027,2.34852,4.00916,-26.85655,15.32174,17.19584,4.41646,2.04578,76.50174,-4.366702,1.174519,0.467429,,,,,,,,,,,,-8.66111,7.56489,-2.16402,50,6.17271,2.99046,-122.56656,0.07411,-13.05617,26.26819,-20.77034,POM_COL,POM_COL,PomonaPitzer,TeamExclusive,Team,20250131-PomonaPitzer-Private-1,2d8d2ed0-e01f-11ef-8ec6-fd2c1b208846,80.63776,,,8.27566,,,,,,,1bbb3642-f57c-4a84-8684-13f7541aee08,2025-01-31,22:03:17.90,2025-01-31T14:03:17.9086950-08:00,2025-01-31T22:03:17.9086950Z,,v3,POM_PIT,POM_PIT,,"Lee, Sammy",1000276388,Right,POM_COL,8934626e-5431-47a3-9513-33b692a9d7ed,56.48566,-123.94876,13.13409,6.14005,1.16701,-10.38517,-2.33945,3.67746,-6.52809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2025-01-31,14:03:33.99,1,3,"Cohen, Ben",1000115643,Right,POM_COL,"Gonzaga, Kai",10138924,Left,POM_COL,Undefined,1,Top,0,2,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.32867,-3.435201,-2.984158,2133.527007,222.605674,1:30,6.00887,2.37604,3.94738,-25.33222,16.57178,13.84339,0.58325,0.65501,77.40567,-8.020328,-0.58844,0.465907,,,,,,,,,,,,-7.53154,9.37788,-2.05095,50,5.58756,5.731,-123.07792,-8.4153,-11.45019,26.45122,-17.91684,POM_COL,POM_COL,PomonaPitzer,TeamExclusive,Team,20250131-PomonaPitzer-Private-1,373a4b70-e01f-11ef-8ec6-fd2c1b208846,80.90124,,,7.923,,,,,,,1bbb3642-f57c-4a84-8684-13f7541aee08,2025-01-31,22:03:33.99,2025-01-31T14:03:33.9923558-08:00,2025-01-31T22:03:33.9923558Z,,v3,POM_PIT,POM_PIT,,"Lee, Sammy",1000276388,Right,POM_COL,024550f2-974e-45e1-b4af-400eb7ee1c7d,56.55019,-124.47769,13.22561,6.0078,-7.46716,-8.95842,-2.37026,6.33693,-5.7251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2025-01-31,14:03:55.62,1,4,"Cohen, Ben",1000115643,Right,POM_COL,"Gonzaga, Kai",10138924,Left,POM_COL,Undefined,1,Top,0,3,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.98259,-1.484618,-3.117862,2154.577978,234.99738,1:45,6.01832,2.4088,4.16728,-26.02927,14.46304,18.73056,2.42365,0.97797,78.41231,-6.209732,0.135061,0.457992,,,,,,,,,,,,-9.8063,7.75115,-2.08453,50,5.82728,5.83875,-124.35599,-4.27405,-15.35174,25.00202,-20.03966,POM_COL,POM_COL,PomonaPitzer,TeamExclusive,Team,20250131-PomonaPitzer-Private-1,441687f0-e01f-11ef-8ec6-fd2c1b208846,82.2994,,,7.57028,,,,,,,1bbb3642-f57c-4a84-8684-13f7541aee08,2025-01-31,22:03:55.62,2025-01-31T14:03:55.6271206-08:00,2025-01-31T22:03:55.6271206Z,,v3,POM_PIT,POM_PIT,,"Lee, Sammy",1000276388,Right,POM_COL,a90ea7fa-3e0e-447a-9794-781b19b4697e,56.33043,-125.62229,12.50101,6.01805,-3.25908,-10.01983,-2.39994,6.61628,-7.67587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2025-01-31,14:04:11.81,1,5,"Cohen, Ben",1000115643,Right,POM_COL,"Gonzaga, Kai",10138924,Left,POM_COL,Undefined,1,Top,0,3,1,Fastball,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,85.09324,-0.167627,-2.577457,2114.320793,220.671986,1:15,6.04358,2.36594,3.96208,-24.35627,17.59513,13.83993,3.85244,1.03763,76.82357,-4.626561,-0.183215,0.46617,,,,,,,,,,,,-7.31461,8.84052,-2.08791,50,5.99877,4.83236,-122.96035,-1.31656,-11.10584,26.26557,-18.75141,POM_COL,POM_COL,PomonaPitzer,TeamExclusive,Team,20250131-PomonaPitzer-Private-1,4db99270-e01f-11ef-8ec6-fd2c1b208846,80.85551,,,8.26966,,,,,,,1bbb3642-f57c-4a84-8684-13f7541aee08,2025-01-31,22:04:11.81,2025-01-31T14:04:11.8145638-08:00,2025-01-31T22:04:11.8145638Z,,v3,POM_PIT,POM_PIT,,"Lee, Sammy",1000276388,Right,POM_COL,55cd41d1-6d09-4380-84e2-990c8e01131f,56.53279,-124.348,13.13279,6.04216,-0.3259,-9.3757,-2.35871,5.41909,-5.55292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2025-01-31,14:05:14.37,2,1,"Cohen, Ben",1000115643,Right,POM_COL,"Ng, JC",1000115591,Left,POM_COL,Undefined,1,Top,0,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,86.32392,-2.064934,-2.425653,2168.283677,236.097364,1:45,6.07263,2.36169,3.98465,-24.89718,15.71127,21.28273,2.00922,1.80091,78.44664,-6.583423,1.26191,0.458648,,,,,,,,,,,,-10.81485,8.50111,-2.11079,50,5.81086,4.2041,-124.78586,-5.51501,-16.96636,26.296,-18.83749,POM_COL,POM_COL,PomonaPitzer,TeamExclusive,Team,20250131-PomonaPitzer-Private-1,7306acc0-e01f-11ef-8ec6-fd2c1b208846,82.18163,,,7.87728,,,,,,,1bbb3642-f57c-4a84-8684-13f7541aee08,2025-01-31,22:05:14.37,2025-01-31T14:05:14.3756902-08:00,2025-01-31T22:05:14.3756902Z,,v3,POM_PIT,POM_PIT,,"Lee, Sammy",1000276388,Right,POM_COL,83b10684-c481-4117-8acd-a1998d7dfad1,56.513,-126.15087,13.148,6.07177,-4.53716,-9.41874,-2.35189,5.08482,-8.48318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2025-01-31,14:05:29.50,2,2,"Cohen, Ben",1000115643,Right,POM_COL,"Ng, JC",1000115591,Left,POM_COL,Undefined,1,Top,0,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,1,0,,87.19543,-0.523698,-2.820565,2198.709211,223.435596,1:30,6.01947,2.20728,4.01279,-20.68785,19.20981,16.84056,3.79144,0.89709,78.66059,-4.341816,0.09488,0.454616,,,,,,,,,,,,-8.83016,9.7078,-1.90725,50,5.93892,5.33638,-125.99248,-1.95132,-14.07104,27.66514,-16.70448,POM_COL,POM_COL,PomonaPitzer,TeamExclusive,Team,20250131-PomonaPitzer-Private-1,7c06e790-e01f-11ef-8ec6-fd2c1b208846,82.91041,,,8.53484,,,,,,,1bbb3642-f57c-4a84-8684-13f7541aee08,2025-01-31,22:05:29.50,2025-01-31T14:05:29.5010406-08:00,2025-01-31T22:05:29.5010406Z,,v3,POM_PIT,POM_PIT,,"Lee, Sammy",1000276388,Right,POM_COL,e4fdc76b-9e2b-4cfd-b15e-7a0980be430b,56.48284,-127.40802,13.83257,6.01689,-1.09661,-8.35224,-2.19872,6.05635,-7.03552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2025-01-31,14:06:16.24,2,3,"Cohen, Ben",1000115643,Right,POM_COL,"Ng, JC",1000115591,Left,POM_COL,Undefined,1,Top,1,2,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,86.31808,-1.168312,-2.23557,2156.696873,235.642565,1:45,6.11783,2.23444,3.99257,-25.61801,14.71036,19.59351,2.85849,1.71633,78.81024,-5.806702,1.159509,0.457064,,,,,,,,,,,,-9.9439,7.72733,-2.00346,50,5.95754,3.88806,-124.94209,-3.60411,-15.72929,25.01255,-19.95092,POM_COL,POM_COL,PomonaPitzer,TeamExclusive,Team,20250131-PomonaPitzer-Private-1,97da5150-e01f-11ef-8ec6-fd2c1b208846,82.46649,,,7.50784,,,,,,,1bbb3642-f57c-4a84-8684-13f7541aee08,2025-01-31,22:06:16.24,2025-01-31T14:06:16.2423398-08:00,2025-01-31T22:06:16.2423398Z,,v3,POM_PIT,POM_PIT,,"Lee, Sammy",1000276388,Right,POM_COL,1a9ac9ad-be25-4733-8f9d-d25d5ec87130,56.50596,-126.23782,12.50628,6.11747,-2.57059,-9.97546,-2.22598,4.70289,-7.86465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2025-01-31,14:06:33.51,2,4,"Cohen, Ben",1000115643,Right,POM_COL,"Ng, JC",1000115591,Left,POM_COL,Undefined,1,Top,1,3,0,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.68369,-2.078108,-2.776856,2241.603546,231.600468,1:45,6.05155,2.32744,3.97344,-23.49982,16.81784,19.44454,2.09092,1.27446,78.69963,-6.356381,0.589767,0.457003,69.60007,54.311291,-31.217997,3344.929517,,,,,71.24606,,,-10.12111,9.03812,-2.03405,50,5.7894,5.09813,-125.27525,-5.50025,-15.99434,26.62856,-17.89113,POM_COL,POM_COL,PomonaPitzer,TeamExclusive,Team,20250131-PomonaPitzer-Private-1,a227a590-e01f-11ef-8ec6-fd2c1b208846,82.47747,83.77319,,7.98406,,,,0.48281,2.03731,-1.25337,1bbb3642-f57c-4a84-8684-13f7541aee08,2025-01-31,22:06:33.51,2025-01-31T14:06:33.5108710-08:00,2025-01-31T22:06:33.5108710Z,,v3,POM_PIT,POM_PIT,,"Lee, Sammy",1000276388,Right,POM_COL,247779ac-0972-4260-b4d2-3e4cca2ecbb7,56.52519,-126.65465,13.31428,6.05032,-4.57345,-8.94556,-2.3196,5.92667,-7.99717,157.421775,0.48281,50.92854,-14.78438,3.95934,-0.95473,0.38715,-0.25261,0.11592,-0.02193,2.03731,82.90905,-21.34365,1.76725,-0.16533,-0.19443,0.22606,-0.11377,0.02175,-1.25337,-30.86529,1.13865,-0.29913,0.07031,-0.02724,0.01732,-0.00791,0.0015,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
10,2025-01-31,14:07:13.58,2,5,"Cohen, Ben",1000115643,Right,POM_COL,"Ng, JC",1000115591,Left,POM_COL,Undefined,1,Top,1,3,1,Fastball,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,87.50546,-0.863147,-2.413726,2223.167296,231.206249,1:45,6.09263,2.18771,4.0152,-23.37993,16.20505,18.40788,3.31381,1.40014,79.0607,-5.139614,0.775844,0.452831,,,,,,,,,,,,-9.45119,8.38717,-1.93581,50,5.9704,4.37695,-126.48452,-2.85125,-15.1788,27.87645,-18.70403,POM_COL,POM_COL,PomonaPitzer,TeamExclusive,Team,20250131-PomonaPitzer-Private-1,ba0ac250-e01f-11ef-8ec6-fd2c1b208846,83.23726,,,8.44476,,,,,,,1bbb3642-f57c-4a84-8684-13f7541aee08,2025-01-31,22:07:13.58,2025-01-31T14:07:13.5802470-08:00,2025-01-31T22:07:13.5802470Z,,v3,POM_PIT,POM_PIT,,"Lee, Sammy",1000276388,Right,POM_COL,225277e8-bf3c-4f41-a04a-ec4857dd5526,56.48083,-127.90488,13.93823,6.09139,-1.89824,-9.35201,-2.17852,5.15034,-7.5894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
